,MLST best match,MLST match 2,MLST match 3,MLST match 4,MLST match 5,16S_rRNA_1 mean depth,16S_rRNA_2 mean depth,23S_rRNA_1 mean depth,23S_rRNA_2 mean depth,rdxA mean depth,vacA mean depth,yphC mean depth,gyrA mean depth,frxA mean depth,ppa mean depth,pbp1 mean depth,cagA mean depth,gyrB mean depth,efp mean depth,mutY mean depth,ureI mean depth,hsp60 mean depth,fdxB mean depth,trpC mean depth,rpoB mean depth,atpA mean depth,16S_rRNA_1 coverage,16S_rRNA_2 coverage,23S_rRNA_1 coverage,23S_rRNA_2 coverage,rdxA coverage,vacA coverage,yphC coverage,gyrA coverage,frxA coverage,ppa coverage,pbp1 coverage,cagA coverage,gyrB coverage,efp coverage,mutY coverage,ureI coverage,hsp60 coverage,fdxB coverage,trpC coverage,rpoB coverage,atpA coverage,23S_1 Mutations,23S_2 Mutations,16S_1 Mutations,16S_2 Mutations,gyrA Mutations
DC1_4_S4,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),114.55,84.38933333333334,92.2003367003367,89.84377104377104,24.805379746835442,68.20090293453724,0.07465618860510806,44.647768395657415,24.796324655436447,0.0,37.539858728557014,8.201428571428572,32.65187419215855,0.0,0.0,0.0,41.21463414634146,48.38735465116279,0.0,52.97286432160804,0.0,1.0,0.9986666666666667,1.0,1.0,0.995253164556962,1.0,0.03732809430255403,0.9991958182549256,0.9923430321592649,0.0,0.9994954591321897,-1.0,0.997845756139595,0.0,0.0,0.0,0.9981707317073171,0.997093023255814,0.0,0.9994974874371859,0.0,,,,,
DC1_5_S5,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),2.1946666666666665,1.5806666666666667,1.5518518518518518,1.3703703703703705,0.0,0.18284424379232506,0.0,0.0305589063128267,0.0,0.0,0.11503531786074672,0.0,0.0,0.0,0.0,0.0,0.0,1.345203488372093,0.0,0.11658291457286432,0.0,0.198,0.042666666666666665,0.13468013468013468,0.08552188552188553,0.0,0.09255079006772009,0.0,0.007639726578206675,0.0,0.0,0.010090817356205853,0.0,0.0,0.0,0.0,0.0,0.0,0.4011627906976744,0.0,0.0,0.0,?,?,,?,?
DC1_6_S6,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),1.78,2.1326666666666667,2.2430976430976433,2.711784511784512,0.0,0.0,0.0,0.11781262565339767,0.0,0.0,0.01917255297679112,0.08371428571428571,0.11805256355019388,0.0,0.0,0.0,0.0,0.19040697674418605,0.08351648351648351,0.28743718592964823,0.0,0.18466666666666667,0.392,0.37407407407407406,0.5276094276094276,0.0,0.0,0.0,0.11781262565339767,0.0,0.0,0.00958627648839556,0.0,0.11805256355019388,0.0,0.0,0.0,0.0,0.013808139534883721,0.041758241758241756,0.22311557788944725,0.0,?,?,?,?,
DC1_7_S7,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),1.2926666666666666,1.5793333333333333,0.3872053872053872,0.42962962962962964,0.0,0.7516930022573364,0.0,0.11660635303578609,0.0,0.0,0.22452068617558021,0.0,0.01809564842740198,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.5331658291457286,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.045146726862302484,0.0,0.0,0.0,0.0,0.010090817356205853,0.0,0.00904782421370099,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,?,?,?,?,?
DC1_8_S8,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),5.260666666666666,5.794666666666667,4.688215488215488,5.299663299663299,0.0,0.0,0.0,0.0,0.0,0.0,0.05751765893037336,0.022285714285714287,0.016372253339077984,0.0,0.0,0.0,0.2579268292682927,0.9454941860465116,0.0,0.04120603015075377,0.0,0.032,0.018666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.011055276381909548,0.0,?,?,?,?,?
DC1_9_S9,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),1472.5753333333334,1095.1646666666666,1217.1010101010102,1203.5575757575757,348.9873417721519,963.5033860045147,0.0,751.9127462806595,487.02450229709035,0.0,683.6634712411706,215.08,494.25721671693236,0.0,0.0,0.0,673.2658536585366,519.359011627907,0.0,876.1929648241206,0.06070287539936102,1.0,1.0,0.9966329966329966,0.9962962962962963,0.9984177215189873,1.0,0.0,1.0,1.0,0.0,1.0,0.806,0.999569151227919,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03035143769968051,,,,,
DC1_Undetermined_S0,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),903.2533333333333,676.058,811.3168350168351,797.252861952862,213.82120253164558,315.01354401805867,0.07465618860510806,383.39203860072377,261.833078101072,0.0,326.14026236125125,67.07828571428571,347.2929771650151,0.0,0.18138424821002386,0.0,446.06158536585366,380.99345930232556,0.4747252747252747,537.5552763819095,0.0,0.9986666666666667,1.0,1.0,1.0,0.9857594936708861,0.9864559819413092,0.03732809430255403,0.9943707277844793,0.9938744257274119,0.0,0.9949545913218971,0.8108571428571428,0.99138302455838,0.0,0.045346062052505964,0.0,0.9945121951219512,0.9905523255813954,0.23736263736263735,0.9959798994974874,0.0,,,,,?
DC2_10_S19,679_hpEurope (3305.0),97_hpEurope (3301.0),478_hpEurope (3299.0),582_hpEurope (3297.0),78_hpEurope (3295.0),2359.9713333333334,1631.1633333333334,1961.8013468013469,1955.2343434343434,554.0775316455696,476.99322799097064,1242.6365422396857,920.1962203457981,490.72741194486986,1066.2569269521412,819.8158425832493,0.12228571428571429,770.5566566135286,843.5696821515893,586.6276849642005,1792.6215753424658,1315.9493902439024,995.0697674418604,289.24175824175825,896.6974874371859,1030.5079872204474,1.0,0.9993333333333333,1.0,1.0,0.9873417721518988,1.0,1.0,0.9963811821471653,1.0,1.0,0.9994954591321897,0.07342857142857143,1.0,1.0,0.9976133651551312,1.0,1.0,1.0,0.9956043956043956,0.9984924623115577,1.0,,,,,
DC2_10p_S29,295_hspSAfrica1 (3334.0),281_hspSAfrica1 (3332.0),509_hpAfrica (3332.0),278_hspSAfrica1 (3331.0),512_hpAfrica (3330.0),352.50733333333335,286.006,287.82087542087544,286.7087542087542,122.30221518987342,233.8487584650113,201.0432220039293,147.96461600321672,137.71822358346094,178.05541561712846,128.9550958627649,49.07828571428571,124.08315381301163,149.55012224938875,97.5799522673031,213.56506849315068,164.47621951219512,152.16497093023256,115.88571428571429,178.80050251256282,184.15015974440894,1.0,0.9986666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.9982876712328768,0.9969512195121951,1.0,1.0,1.0,1.0,,,,,
DC2_11_S2,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),10.645333333333333,10.948666666666666,13.963973063973064,13.97138047138047,2.795886075949367,2.2279909706546275,0.0,3.2263771612384398,4.241960183767228,0.0,4.215943491422805,0.13685714285714284,6.486428263679448,0.0,0.0,0.0,7.465853658536585,2.7739825581395348,0.0,3.806030150753769,0.0,0.9766666666666667,0.9966666666666667,1.0,0.9993265993265993,0.7927215189873418,0.654627539503386,0.0,0.7519099316445517,0.7947932618683001,0.0,0.8940464177598385,0.08771428571428572,0.9457130547177941,0.0,0.0,0.0,0.9554878048780487,0.7986918604651163,0.0,0.871859296482412,0.0,,,,,
DC2_12_S21,679_hpEurope (3096.0),686_hpEurope (3090.0),71_hpEurope (3089.0),193_hpEurope (3088.0),115_hpEurope (3087.0),173.33666666666667,144.544,132.97239057239057,139.9962962962963,12.106012658227849,12.837471783295712,14.180746561886052,21.308403699236028,22.151607963246555,22.367758186397985,27.631180625630677,7.085142857142857,33.77121930202499,42.84841075794621,28.252983293556085,70.20034246575342,49.298170731707316,31.02761627906977,32.05274725274725,29.908040201005026,32.180511182108624,0.9986666666666667,0.9913333333333333,1.0,1.0,0.9889240506329114,0.9909706546275395,0.9980353634577603,0.9983916365098512,0.9938744257274119,1.0,0.9783047426841575,0.31942857142857145,0.992244722102542,1.0,1.0,1.0,0.9951219512195122,0.998546511627907,0.9032967032967033,0.9969849246231156,0.9824281150159745,,,,,N87K
DC2_13_S3,4_hspMaori (0.0),5_hspMaori (0.0),6_hspMaori (0.0),7_hspMaori (0.0),8_hspMaori (0.0),9.686666666666667,8.466666666666667,9.080808080808081,11.011784511784512,0.7895569620253164,2.00451467268623,0.0,3.4539605950944914,5.361408882082695,0.0,2.434409687184662,0.5554285714285714,3.8707453683757,0.0,0.0,0.0,4.449390243902439,3.2005813953488373,0.0,3.030150753768844,0.0,0.9926666666666667,0.9653333333333334,0.9912457912457913,1.0,0.46677215189873417,0.9367945823927766,0.0,0.8218737434660234,0.7932618683001531,0.0,0.8244197780020182,0.3374285714285714,0.8160275743214132,0.0,0.0,0.0,0.9225609756097561,0.6446220930232558,0.0,0.8804020100502512,0.0,,,,,N87K
DC2_14_S27,679_hpEurope (3302.0),97_hpEurope (3298.0),478_hpEurope (3294.0),95_hpEurope (3291.0),139_hpEurope (3291.0),747.3286666666667,557.5666666666667,698.2824915824916,704.410101010101,389.0348101265823,271.44018058690745,634.0235756385068,435.21672698029755,294.73813169984686,403.0528967254408,406.1533804238143,0.0,367.01680310211117,426.52567237163817,280.2529832935561,675.3852739726027,499.7780487804878,507.88081395348837,187.00879120879122,513.3437185929648,431.0878594249201,1.0,1.0,1.0,1.0,0.9984177215189873,1.0,1.0,0.9951749095295537,1.0,1.0,1.0,0.0,0.999138302455838,1.0,0.9832935560859188,1.0,1.0,0.9992732558139535,1.0,0.9989949748743718,1.0,,,,,
DC2_15_S20,148_hpEurope (3297.0),202_hspWAfrica1 (3297.0),203_hspWAfrica1 (3295.0),307_hspSAfrica1 (3292.0),663_hpNEAfrica (3290.0),5106.556666666666,3728.564,3931.542760942761,3928.9895622895624,1112.764240506329,3061.2483069977425,1032.2554027504912,2224.18858061922,1546.2725880551302,2142.418136020151,2027.5782038345105,728.8388571428571,1422.7595863851789,2174.4156479217604,865.8138424821002,3002.1883561643835,2288.660975609756,1551.6024709302326,935.9714285714285,2870.6522613065326,2701.838658146965,1.0,1.0,1.0,0.9962962962962963,0.9968354430379747,1.0,1.0,0.9995979091274628,1.0,1.0,0.9994954591321897,0.8365714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.9956043956043956,1.0,1.0,,,,,
DC2_15bis_S28,148_hpEurope (3297.0),202_hspWAfrica1 (3297.0),203_hspWAfrica1 (3295.0),307_hspSAfrica1 (3292.0),663_hpNEAfrica (3290.0),1340.7253333333333,983.242,1058.5659932659933,1065.0531986531987,577.7215189873418,1040.823927765237,498.1552062868369,837.2915158825895,591.531393568147,674.7884130982368,716.2931382441977,327.24114285714285,566.9327875915553,726.5550122249389,406.20763723150355,995.0376712328767,753.7768292682927,733.6547965116279,424.5934065934066,1041.0045226130653,870.0527156549521,1.0,0.9986666666666667,0.9962962962962963,0.9973063973063973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8777142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
